Code ,Company Name,Market Segment,Industry,Fiscal Year End
80610,SEIKA CORPORATION,Prime,Wholesale Trade,March
80650,SATO SHOJI CORPORATION,Prime,Wholesale Trade,March
80660,MITANI CORPORATION,Standard,Wholesale Trade,March
80680,RYOYO ELECTRO CORPORATION,Prime,Wholesale Trade,January
80700,"TOKYO SANGYO CO.,LTD.",Prime,Wholesale Trade,March
80720,"JAPAN PUBLICATIONS TRADING CO.,LTD.",Standard,Wholesale Trade,March
80740,"YUASA TRADING CO.,LTD.",Prime,Wholesale Trade,March
80750,Shinsho Corporation,Prime,Wholesale Trade,March
80760,CANOX CORPORATION,Standard,Wholesale Trade,March
80770,TORQ Inc.,Prime,Wholesale Trade,October
80780,"HANWA CO.,LTD.",Prime,Wholesale Trade,March
80790,SHOEI FOODS CORPORATION,Prime,Wholesale Trade,October
80810,KANADEN CORPORATION,Prime,Wholesale Trade,March
80840,RYODEN CORPORATION,Prime,Wholesale Trade,March
80850,"NARASAKI SANGYO CO.,LTD.",Standard,Wholesale Trade,March
80860,NIPRO CORPORATION,Prime,Precision Instruments,March
80880,IWATANI  CORPORATION,Prime,Wholesale Trade,March
80890,Nice Corporation,Standard,Wholesale Trade,March
80910,"NICHIMO CO.,LTD.",Prime,Wholesale Trade,March
80930,"Kyokuto Boeki Kaisha,Limited",Prime,Wholesale Trade,March
80950,"Astena Holdings Co.,Ltd.",Prime,Wholesale Trade,November
80970,"SAN-AI OBBLI CO.,LTD.",Prime,Wholesale Trade,March
80980,"Inabata & Co.,Ltd.",Prime,Wholesale Trade,March
81010,GSI Creos Corporation,Prime,Wholesale Trade,March
81030,Meiwa Corporation,Prime,Wholesale Trade,March
81040,KUWAZAWA Holdings Corporation,Standard,Wholesale Trade,March
81050,"MARUSHO HOTTA CO.,LTD.",Standard,Wholesale Trade,March
81070,KIMURATAN CORPORATION,Standard,Textiles & Apparels,March
81110,GOLDWIN INC.,Prime,Textiles & Apparels,March
81130,UNICHARM CORPORATION,Prime,Chemicals,December
81140,"DESCENTE,LTD.",Prime,Textiles & Apparels,March
81150,"MOONBAT Co.,Ltd.",Standard,Wholesale Trade,March
81170,CENTRAL AUTOMOTIVE PRODUCTS LTD.,Standard,Wholesale Trade,March
81180,"KING Co.,Ltd.",Standard,Textiles & Apparels,March
81190,SANYEI CORPORATION,Standard,Wholesale Trade,March
81230,"T.KAWABE & CO.,LTD.",Standard,Wholesale Trade,March
81250,"Wakita & Co.,LTD.",Prime,Wholesale Trade,February
81270,YAMATO INTERNATIONAL INC.,Standard,Textiles & Apparels,August
81290,"TOHO HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March
81300,Sangetsu Corporation,Prime,Wholesale Trade,March
81310,"Mitsuuroko Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March
81320,"SINANEN HOLDINGS CO.,LTD.",Prime,Wholesale Trade,March
81330,"ITOCHU ENEX CO.,LTD.",Prime,Wholesale Trade,March
81350,ZETT CORPORATION,Standard,Wholesale Trade,March
81360,"Sanrio Company,Ltd.",Prime,Wholesale Trade,March
81370,SUN-WA TECHNOS CORPORATION,Prime,Wholesale Trade,March
,,,,
,,,,
,,,,
81380,SANKYO KASEI CORPORATION,Standard,Wholesale Trade,March
81390,NAGAHORI CORPORATION,Standard,Wholesale Trade,March
81400,"Ryosan Company,Limited",Prime,Wholesale Trade,March
81410,"Shinko Shoji Co.,Ltd.",Prime,Wholesale Trade,March
81420,"TOHO Co.,Ltd.",Prime,Wholesale Trade,January
81430,"LAPINE CO.,LTD.",Standard,Textiles & Apparels,February
81440,"Denkyo Group Holdings Co.,Ltd.",Standard,Wholesale Trade,March
81470,TOMITA CO.LTD.,Standard,Wholesale Trade,March
81500,"SANSHIN ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March
81510,TOYO Corporation,Prime,Wholesale Trade,September
81520,SOMAR CORPORATION,Standard,Wholesale Trade,March
81530,"MOS FOOD SERVICES,INC.",Prime,Wholesale Trade,March
81540,"KAGA ELECTRONICS CO.,LTD.",Prime,Wholesale Trade,March
81550,"MIMASU SEMICONDUCTOR INDUSTRY CO.,LTD.",Prime,Metal Products,May
81570,"TSUZUKI DENKI CO.,LTD.",Prime,Information & Communication,March
81580,"SODA NIKKA CO.,LTD.",Prime,Wholesale Trade,March
81590,"TACHIBANA ELETECH CO.,LTD.",Prime,Wholesale Trade,March
81600,"KISOJI CO.,LTD.",Prime,Retail Trade,March
81630,"SRS HOLDINGS CO.,LTD.",Prime,Retail Trade,March
81650,"SENSHUKAI CO.,LTD.",Prime,Retail Trade,December
81660,"Taka-Q Co.,Ltd.",Standard,Retail Trade,February
81670,"RETAIL PARTNERS CO.,LTD.",Prime,Retail Trade,February
81680,"Keiyo Co.,Ltd.",Prime,Retail Trade,February
81730,"Joshin Denki Co.,Ltd.",Prime,Retail Trade,March
81740,"NIPPON GAS CO.,LTD.",Prime,Retail Trade,March
81790,"ROYAL HOLDINGS Co., Ltd.",Prime,Retail Trade,December
81810,"Totenko Co.,Ltd.",Standard,Retail Trade,February
81820,"Inageya Co.,Ltd.",Prime,Retail Trade,March
81850,"CHIYODA CO.,LTD.",Prime,Retail Trade,February
81940,LIFE CORPORATION,Prime,Retail Trade,February
81980,"Maxvalu Tokai Co.,Ltd.",Standard,Retail Trade,February
82000,"RINGER HUT CO.,LTD.",Prime,Retail Trade,February
82020,"Laox Holdings CO.,LTD.",Standard,Retail Trade,December
82030,MrMax Holdings Ltd.,Prime,Retail Trade,February
82070,"TEN ALLIED Co.,Ltd.",Standard,Retail Trade,March
82080,"ENCHO CO.,LTD.",Standard,Retail Trade,March
82090,FRIENDLY CORPORATION,Standard,Retail Trade,March
82140,AOKI Holdings Inc.,Prime,Retail Trade,March
82150,"GINZA YAMAGATAYA CO.,LTD.",Standard,Retail Trade,March
82170,"OKUWA CO.,LTD.",Prime,Retail Trade,February
82180,"KOMERI CO.,LTD.",Prime,Retail Trade,March
82190,"AOYAMA TRADING Co.,Ltd.",Prime,Retail Trade,March
82250,"Takachiho Co.,Ltd.",Standard,Wholesale Trade,March
82260,RIKEI CORPORATION,Standard,Wholesale Trade,March
82270,"SHIMAMURA Co.,Ltd.",Prime,Retail Trade,February
82300,"HASEGAWA CO.,LTD.",Standard,Retail Trade,March
82330,"Takashimaya Company,Limited",Prime,Retail Trade,February
82370,"MATSUYA CO.,LTD.",Prime,Retail Trade,February
82420,H2O RETAILING CORPORATION,Prime,Retail Trade,March
82440,"Kintetsu Department Store CO.,Ltd.",Standard,Retail Trade,February
82470,"Daiwa Co.,Ltd.",Standard,Retail Trade,February
82520,"MARUI GROUP CO.,LTD.",Prime,Retail Trade,March
82530,"Credit Saison Co.,Ltd.",Prime,Other Financing Business,March
82540,"Saikaya Department Store Co.,Ltd.",Standard,Retail Trade,August
82550,Axial Retailing Inc.,Prime,Retail Trade,March
82560,"MARUMITSU CO.,LTD.",Standard,Wholesale Trade,March
82600,"IZUTSUYA CO.,LTD.",Standard,Retail Trade,February
82670,"AEON CO.,LTD.",Prime,Retail Trade,February
82730,"IZUMI CO.,LTD.",Prime,Retail Trade,February
82750,FORVAL CORPORATION,Prime,Wholesale Trade,March
82760,"HEIWADO CO.,LTD.",Prime,Retail Trade,February
82780,"FUJI CO.,LTD.",Prime,Retail Trade,February
82790,"YAOKO CO.,LTD",Prime,Retail Trade,March
82810,"XEBIO holdings CO.,LTD.",Prime,Retail Trade,March
82820,K'S HOLDINGS CORPORATION,Prime,Retail Trade,March
82830,PALTAC CORPORATION,Prime,Wholesale Trade,March
82850,"MITANI SANGYO CO.,LTD.",Prime,Wholesale Trade,March
82890,Olympic Group Corporation,Standard,Retail Trade,February
82910,"NISSAN TOKYO SALES HOLDINGS CO.,LTD.",Prime,Retail Trade,March
83030,"SBI Shinsei Bank,Limited",Standard,Banks,March
83040,"Aozora Bank,Ltd.",Prime,Banks,March
83060,"Mitsubishi UFJ Financial Group,Inc.",Prime,Banks,March
83080,"Resona Holdings, Inc.",Prime,Banks,March
83090,"Sumitomo Mitsui Trust Holdings,Inc.",Prime,Banks,March
83160,"Sumitomo Mitsui Financial Group,Inc.",Prime,Banks,March
83310,"The Chiba Bank,Ltd.",Prime,Banks,March
83340,"The Gunma Bank,Ltd.",Prime,Banks,March
83360,"The Musashino Bank,Ltd.",Prime,Banks,March
83370,"The Chiba Kogyo Bank,Ltd.",Prime,Banks,March
83380,"Tsukuba Bank,Ltd.",Prime,Banks,March
83410,"The 77 Bank,Ltd.",Prime,Banks,March
83430,"THE AKITA BANK,LTD.",Prime,Banks,March
83440,"The Yamagata Bank,Ltd.",Prime,Banks,March
83450,"The Bank of Iwate,Ltd.",Prime,Banks,March
83460,"The Toho Bank,Ltd.",Prime,Banks,March
83490,"THE TOHOKU BANK,LTD.",Standard,Banks,March
83540,"Fukuoka Financial Group,Inc.",Prime,Banks,March
83580,Suruga Bank Ltd.,Prime,Banks,March
83590,"The Hachijuni Bank,Ltd.",Prime,Banks,March
83600,"The Yamanashi Chuo Bank,Ltd.",Prime,Banks,March
83610,"The Ogaki Kyoritsu Bank,Ltd.",Prime,Banks,March
83620,"The Fukui Bank,Ltd.",Prime,Banks,March
83640,"THE SHIMIZU BANK,LTD.",Prime,Banks,March
83650,"The Bank of Toyama,Ltd.",Standard,Banks,March
83660,"THE SHIGA BANK,LTD.",Prime,Banks,March
83670,"The Nanto Bank,Ltd.",Prime,Banks,March
83680,"The Hyakugo Bank,Ltd.",Prime,Banks,March
83690,"The Bank of Kyoto,Ltd.",Prime,Banks,March
83700,"The Kiyo Bank,Ltd.",Prime,Banks,March
83770,"Hokuhoku Financial Group, Inc.",Prime,Banks,March
83810,"The San-in Godo Bank,Ltd.",Prime,Banks,March
83830,"THE TOTTORI BANK,LTD.",Standard,Banks,March
83860,"The Hyakujushi Bank,Ltd.",Prime,Banks,March
83870,The Shikoku Bank Ltd.,Prime,Banks,March
83880,"The Awa Bank,Ltd.",Prime,Banks,March
83920,"THE OITA BANK,LTD.",Prime,Banks,March
83930,"The Miyazaki Bank,Ltd.",Prime,Banks,March
83950,THE BANK OF SAGA LTD.,Prime,Banks,March
83990,"Bank of The Ryukyus,Limited",Prime,Banks,March
84100,"Seven Bank,Ltd.",Prime,Banks,March
84110,"Mizuho Financial Group,Inc.",Prime,Banks,March
84160,"THE BANK OF KOCHI,LTD.",Standard,Banks,March
84180,"Yamaguchi Financial Group,Inc.",Prime,Banks,March
84240,"Fuyo General Lease Co.,Ltd.",Prime,Other Financing Business,March
84250,"Mizuho Leasing Company,Limited",Prime,Other Financing Business,March
84390,Tokyo Century Corporation,Prime,Other Financing Business,March
84620,"Future Venture Capital Co.,Ltd.",Standard,Securities & Commodity Futures,March
84730,"SBI Holdings,Inc.",Prime,Securities & Commodity Futures,March
85080,"J Trust Co.,Ltd.",Standard,Other Financing Business,December
85110,"Japan Securities Finance Co.,Ltd.",Prime,Other Financing Business,March
85150,AIFUL CORPORATION,Prime,Other Financing Business,March
85180,"Japan Asia Investment Company,Limited",Standard,Securities & Commodity Futures,March
85220,"The Bank of Nagoya,Ltd.",Prime,Banks,March
85240,"North Pacific Bank,Ltd.",Prime,Banks,March
85370,"THE TAIKO BANK,LTD.",Standard,Banks,March
85410,"The Ehime Bank,Ltd.",Prime,Banks,March
85420,"TOMATO BANK,LTD.",Standard,Banks,March
85440,"The Keiyo Bank,Ltd.",Prime,Banks,March
85500,"THE TOCHIGI BANK,LTD.",Prime,Banks,March
85510,"The Kita-Nippon Bank,Ltd.",Prime,Banks,March
85580,"THE TOWA BANK,LTD.",Prime,Banks,March
85620,"THE FUKUSHIMA BANK,LTD.",Standard,Banks,March
85630,"THE DAITO BANK,LTD.",Standard,Banks,March
85660,"RICOH LEASING COMPANY,LTD.",Prime,Other Financing Business,March
85700,"AEON Financial Service Co.,Ltd.",Prime,Other Financing Business,February
85720,"ACOM CO.,LTD.",Standard,Other Financing Business,March
85840,"JACCS CO.,LTD.",Prime,Other Financing Business,March
85850,Orient Corporation,Prime,Other Financing Business,March
85910,ORIX CORPORATION,Prime,Other Financing Business,March
85930,Mitsubishi HC Capital Inc.,Prime,Other Financing Business,March
85950,"JAFCO Group Co.,Ltd.",Prime,Securities & Commodity Futures,March
85960,"KYUSHU LEASING SERVICE CO.,LTD.",Standard,Other Financing Business,March
86000,"TOMONY Holdings,Inc.",Prime,Banks,March
86010,Daiwa Securities Group Inc.,Prime,Securities & Commodity Futures,March
86040,"Nomura Holdings, Inc.",Prime,Securities & Commodity Futures,March
86090,OKASAN SECURITIES GROUP INC.,Prime,Securities & Commodity Futures,March
86130,"Marusan Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
86140,"TOYO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
86160,"Tokai Tokyo Financial Holdings,Inc.",Prime,Securities & Commodity Futures,March
86170,"The Kosei Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March
86220,"Mito Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
86240,"Ichiyoshi Securities Co.,Ltd.",Prime,Securities & Commodity Futures,March
86280,"MATSUI SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
86300,"Sompo Holdings,Inc.",Prime,Insurance,March
86970,"Japan Exchange Group,Inc.",Prime,Other Financing Business,March
86980,"Monex Group,Inc.",Prime,Securities & Commodity Futures,March
86990,"HS Holdings Co.,Ltd.",Standard,Securities & Commodity Futures,March
87000,"Maruhachi Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March
87040,"TRADERS HOLDINGS CO.,LTD.",Standard,Securities & Commodity Futures,March
87050,"Nissan Securities Group Co.,Ltd.",Standard,Securities & Commodity Futures,March
87060,"KYOKUTO SECURITIES CO.,LTD.",Prime,Securities & Commodity Futures,March
87070,"IwaiCosmo Holdings,Inc.",Prime,Securities & Commodity Futures,March
87080,"AIZAWA SECURITIES GROUP CO.,LTD.",Prime,Securities & Commodity Futures,March
87130,FIDEA Holdings Co.Ltd.,Prime,Banks,March
87140,"Senshu Ikeda Holdings,Inc.",Prime,Banks,March
87150,"Anicom Holdings,Inc.",Prime,Insurance,March
87250,"MS&AD Insurance Group Holdings,Inc.",Prime,Insurance,March
87320,"MONEY PARTNERS GROUP CO.,LTD.",Prime,Securities & Commodity Futures,March
87370,Akatsuki Corp.,Standard,Securities & Commodity Futures,March
87390,"SPARX Group Co.,Ltd.",Prime,Securities & Commodity Futures,March
87420,"KOBAYASHI YOKO CO.,LTD.",Standard,Securities & Commodity Futures,March
87460,"DAIICHI COMMODITIES CO.,LTD.",Standard,Securities & Commodity Futures,March
87470,"YUTAKA TRUSTY SECURITIES CO.,LTD.",Standard,Securities & Commodity Futures,March
87500,"Dai-ichi Life Holdings,Inc.",Prime,Insurance,March
87660,"Tokio Marine Holdings,Inc.",Prime,Insurance,March
87690,"Advantage Risk Management Co.,Ltd.",Prime,Services,March
87710,"eGuarantee,Inc.",Prime,Other Financing Business,March
87720,"ASAX CO.,LTD.",Standard,Other Financing Business,March
87830,"GFA Co.,Ltd.",Standard,Other Financing Business,March
87890,FinTech Global Incorporated,Standard,Other Financing Business,September
87930,NEC Capital Solutions Limited,Prime,Other Financing Business,March
87950,"T&D Holdings, Inc.",Prime,Insurance,March
87980,"Advance Create Co.,Ltd.",Prime,Insurance,September
88010,"Mitsui Fudosan Co.,Ltd.",Prime,Real Estate,March
88020,"Mitsubishi Estate Company,Limited",Prime,Real Estate,March
88030,"HEIWA REAL ESTATE CO.,LTD.",Prime,Real Estate,March
88040,"Tokyo Tatemono Co.,Ltd.",Prime,Real Estate,December
88180,"Keihanshin Building Co.,Ltd.",Prime,Real Estate,March
88300,"Sumitomo Realty & Development Co.,Ltd.",Prime,Real Estate,March
88350,TAIHEIYO KOUHATSU INCORPORATED,Standard,Wholesale Trade,March
88360,RISE Inc.,Standard,Real Estate,March
88410,"TOC Co.,Ltd.",Standard,Real Estate,March
88420,"TOKYO RAKUTENCHI CO.,LTD.",Prime,Real Estate,January
88440,"COSMOS INITIA Co.,Ltd.",Standard,Real Estate,March
88480,LEOPALACE21 CORPORATION,Prime,Real Estate,March
88500,STARTS CORPORATION INC.,Prime,Real Estate,March
88540,"The Japan Living Service Co.,LTD.",Standard,Real Estate,December
88600,FUJI CORPORATION LIMITED,Prime,Real Estate,March
88640,"AIRPORT FACILITIES Co.,LTD.",Prime,Real Estate,March
88690,Meiwa Estate Company Limited,Prime,Real Estate,March
,,,,
,,,,
,,,,
88710,"GOLDCREST Co.,Ltd.",Prime,Real Estate,March
88760,"Relo Group,Inc.",Prime,Services,March
88770,ESLEAD CORPORATION,Prime,Real Estate,March
88810,"NISSHIN GROUP HOLDINGS Company,Limited",Prime,Real Estate,March
88860,"WOOD FRIENDS CO.,Ltd.",Standard,Real Estate,May
88870,RIBERESUTE CORPORATION,Standard,Real Estate,May
88890,"Apaman Co.,Ltd.",Standard,Real Estate,September
88900,"Raysum Co.,Ltd.",Standard,Real Estate,March
88910,"AMG HOLDINGS CO.,LTD.",Standard,Real Estate,March
88920,ES-CON JAPAN Ltd.,Prime,Real Estate,December
88930,"SHIN-NIHON TATEMONO CO.,LTD.",Standard,Real Estate,March
88940,"REVOLUTION CO.,LTD.",Standard,Real Estate,October
88970,"MIRARTH HOLDINGS,Inc.",Prime,Real Estate,March
88980,CENTURY21 REAL ESTATE OF JAPAN LTD.,Standard,Real Estate,March
89030,Sunwood Corporation,Standard,Real Estate,March
89040,"AVANTIA CO.,LTD.",Prime,Real Estate,August
89050,"AEON Mall Co.,Ltd.",Prime,Real Estate,February
89080,"MAINICHI COMNET CO.,LTD.",Standard,Real Estate,May
89120,Area Quest Inc.,Standard,Real Estate,June
89140,"Arealink Co.,Ltd.",Standard,Real Estate,December
89170,"First Juken Co.,Ltd.",Prime,Real Estate,October
89180,"LAND Co.,Ltd.",Standard,Real Estate,February
89190,"KATITAS CO.,LTD",Prime,Real Estate,March
89200,"TOSHO CO.,LTD.",Standard,Services,March
89210,"C's Create Co.,Ltd",TOKYO PRO Market,Real Estate,July
89230,TOSEI CORPORATION,Prime,Real Estate,November
89250,"ARDEPRO Co.,Ltd.",Standard,Real Estate,July
89270,"MEIHO ENTERPRISE CO.,LTD.",Standard,Real Estate,July
89280,ANABUKI KOSAN INC.,Standard,Real Estate,June
89290,"Aoyama Zaisan Networks Company,Limited",Standard,Real Estate,December
89310,WADAKOHSAN CORPORATION,Standard,Real Estate,February
89340,"Sun Frontier Fudousan Co.,Ltd.",Prime,Real Estate,March
89350,"FJ NEXT HOLDINGS CO.,LTD.",Prime,Real Estate,March
89380,"GLOME Holdings,Inc.",Growth,Real Estate,March
89400,"INTELLEX Co.,Ltd.",Prime,Real Estate,May
89440,"LAND BUSINESS  CO.,LTD.",Standard,Real Estate,September
89450,SUNNEXTA GROUP Inc.,Prime,Real Estate,June
89460,ASIAN STAR CO.,Standard,Real Estate,December
89950,"Makoto Construction CO,Ltd",Standard,Real Estate,March
89960,"HouseFreedom Co.,Ltd.",Standard,Real Estate,December
89990,Grandy House Corporation,Prime,Real Estate,March
90010,"TOBU RAILWAY CO.,LTD.",Prime,Land Transportation,March
90030,"Sotetsu Holdings,Inc.",Prime,Land Transportation,March
90050,TOKYU CORPORATION,Prime,Land Transportation,March
90060,Keikyu Corporation,Prime,Land Transportation,March
90070,"Odakyu Electric Railway Co.,Ltd.",Prime,Land Transportation,March
90080,Keio Corporation,Prime,Land Transportation,March
90090,"Keisei Electric Railway Co.,Ltd.",Prime,Land Transportation,March
90100,"FUJI KYUKO CO.,LTD.",Prime,Land Transportation,March
90120,"Chichibu Railway Co.,Ltd.",Standard,Land Transportation,March
90170,"Niigata Kotsu Co.,Ltd.",Standard,Land Transportation,March
90200,East Japan Railway Company,Prime,Land Transportation,March
90210,West Japan Railway Company,Prime,Land Transportation,March
90220,Central Japan Railway Company,Prime,Land Transportation,March
90240,SEIBU HOLDINGS INC.,Prime,Land Transportation,March
90250,"Konoike Transport Co.,Ltd.",Prime,Land Transportation,March
90280,"ZERO CO.,LTD.",Standard,Land Transportation,June
90290,"HIGASHI TWENTY ONE CO.,LTD.",Standard,Land Transportation,March
90310,"Nishi-Nippon Railroad Co.,Ltd.",Prime,Land Transportation,March
90330,"Hiroshima Electric Railway Co.,Ltd.",Standard,Land Transportation,March
90340,"NANSO Transport Co.,Ltd.",Standard,Land Transportation,March
90360,"TOHBU NETWORK CO.,LTD.",Standard,Land Transportation,March
90370,"HAMAKYOREX CO.,LTD.",Prime,Land Transportation,March
90390,"Sakai Moving Service Co.,Ltd.",Prime,Land Transportation,March
90410,"Kintetsu Group Holdings Co.,Ltd.",Prime,Land Transportation,March
90420,"Hankyu Hanshin Holdings,Inc.",Prime,Land Transportation,March
90440,"Nankai Electric Railway Co.,Ltd.",Prime,Land Transportation,March
90450,"Keihan Holdings Co.,Ltd.",Prime,Land Transportation,March
90460,"Kobe Electric Railway Co.,Ltd.",Prime,Land Transportation,March
90480,"Nagoya Railroad Co., Ltd.",Prime,Land Transportation,March
90490,"Keifuku Electric Railroad Co.,Ltd.",Standard,Land Transportation,March
90510,"SENKON LOGISTICS CO.,LTD",Standard,Land Transportation,March
90520,"Sanyo Electric Railway Co.,Ltd.",Prime,Land Transportation,March
90550,"ALPS LOGISTICS CO.,LTD.",Prime,Land Transportation,March
90570,"ENSHU TRUCK CO.,LTD.",Standard,Land Transportation,March
90580,"TRANCOM CO.,LTD.",Prime,Warehousing & Harbor Transportation Services,March
90590,"Kanda Holdings Co.,Ltd.",Standard,Land Transportation,March
90600,JAPAN LOGISTIC SYSTEMS CORP.,Standard,Land Transportation,March
90630,"Okayamaken Freight Transportation CO.,LTD.",Standard,Land Transportation,March
90640,"YAMATO HOLDINGS CO.,LTD.",Prime,Land Transportation,March
90650,SANKYU INC.,Prime,Land Transportation,March
90660,NISSIN CORPORATION,Prime,Warehousing & Harbor Transportation Services,March
90670,MARUWN CORPORATION,Standard,Land Transportation,March
90680,"Maruzen Showa Unyu Co.,Ltd.",Prime,Land Transportation,March
90690,"SENKO Group Holdings Co.,Ltd.",Prime,Land Transportation,March
90700,"TONAMI HOLDINGS CO.,LTD.",Prime,Land Transportation,March
90720,"NIKKON Holdings Co.,Ltd.",Prime,Land Transportation,March
90730,"Kyogoku unyu shoji Co.,Ltd.",Standard,Land Transportation,March
90740,"Japan Oil Transportation Co.,Ltd.",Standard,Land Transportation,March
90750,"FUKUYAMA TRANSPORTING CO.,LTD.",Prime,Land Transportation,March
90760,"SEINO HOLDINGS CO.,LTD.",Prime,Land Transportation,March
90780,"S LINE GROUP CO.,LTD.",Standard,Land Transportation,March
90810,"Kanagawa Chuo Kotsu Co.,Ltd.",Prime,Land Transportation,March
90820,"Daiwa Motor Transportation Co.,Ltd.",Standard,Land Transportation,March
90830,"Shinki Bus Co.,Ltd.",Standard,Land Transportation,March
90870,TAKASE CORPORATION,Standard,Land Transportation,March
90900,AZ-COM MARUWA Holdings Inc.,Prime,Land Transportation,March
90990,"Chilled & Frozen Logistics Holdings Co.,Ltd.",Prime,Land Transportation,March
91010,Nippon Yusen Kabushiki Kaisha,Prime,Marine Transportation,March
91040,"Mitsui O.S.K.Lines,Ltd.",Prime,Marine Transportation,March
91070,"Kawasaki Kisen Kaisha,Ltd.",Prime,Marine Transportation,March
91100,"NS United Kaiun Kaisha,Ltd.",Prime,Marine Transportation,March
91150,"MEIJI SHIPPING CO.,LTD.",Standard,Marine Transportation,March
91190,"IINO KAIUN KAISHA,LTD.",Prime,Marine Transportation,March
91270,"TAMAI STEAMSHIP CO.,LTD",Standard,Marine Transportation,March
91300,"KYOEI TANKER CO.,LTD.",Standard,Marine Transportation,March
91420,Kyushu Railway Company,Prime,Land Transportation,March
91430,"SG HOLDINGS CO.,LTD.",Prime,Land Transportation,March
91450,"BEING HOLDINGS CO.,LTD.",Standard,Land Transportation,December
91460,"GOKENDO CO.,Ltd",TOKYO PRO Market,Land Transportation,December
91470,"NIPPON EXPRESS HOLDINGS,INC.",Prime,Land Transportation,December
91490,"Otomo Logistics Service Co.,Ltd.",TOKYO PRO Market,Land Transportation,October
91560,"HANA HOLDINGS Co.,Ltd.",TOKYO PRO Market,Services,March
91580,CUC Inc.,Growth,Services,March
91590,W TOKYO Inc.,Growth,Services,June
91600,"NOVARESE,Inc.",Standard,Services,December
91610,"Integrated Design & Engineering Holdings Co.,Ltd.",Prime,Services,June
91620,"Bleach,Inc.",Growth,Services,June
91630,Nareru Group Inc.,Growth,Services,October
91640,TRYT Inc.,Growth,Services,December
91650,"Qualtec Co.,Ltd.",Growth,Services,June
91660,GENDA Inc.,Growth,Services,January
91710,"Kuribayashi Steamship Co.,Ltd.",Standard,Marine Transportation,March
91730,"Tokai Kisen Co.,Ltd.",Standard,Marine Transportation,December
91930,"Tokyo Kisen Co.,Ltd.",Standard,Warehousing & Harbor Transportation Services,March
92010,"Japan Airlines Co.,Ltd.",Prime,Air Transportation,March
92020,ANA HOLDINGS INC.,Prime,Air Transportation,March
92040,Skymark Airlines Inc.,Growth,Air Transportation,March
92060,Star Flyer Inc.,Standard,Air Transportation,March
92110,f-code Inc.,Growth,Services,December
92120,"Green Earth Institute Co.,Ltd.",Growth,Services,September
92130,SEYFERT LTD.,Standard,Services,December
92140,"Recovery International Co.,Ltd.",Growth,Services,December
92150,"CaSy Co.,Ltd.",Growth,Services,November
92160,"Bewith,Inc.",Prime,Services,May
92180,"Mental Health Technologies Co.,Ltd.",Growth,Services,December
92190,GiXo Ltd.,Growth,Services,June
92200,"FB CARE SERVICE CO.,LTD.",Standard,Services,March
92210,FULUHASHI EPO CORPORATION,Standard,Services,March
92220,"manaby Co.,Ltd.",TOKYO PRO Market,Services,March
92240,KANKYOU NO MIKATA Inc.,TOKYO PRO Market,Services,September
92250,Bridge Consulting Group Inc.,Growth,Services,September
92260,IGER Inc.,TOKYO PRO Market,Services,November
92270,"Microwave Chemical Co.,Ltd.",Growth,Services,March
92290,"SUNWELS Co.,Ltd.",Growth,Services,March
92320,PASCO CORPORATION,Standard,Air Transportation,March
92330,"Asia Air Survey Co.,Ltd.",Standard,Air Transportation,September
92400,Delivery Consulting Inc.,Growth,Services,July
92410,"Future Link Network Co.,Ltd.",Growth,Services,August
92420,"Media Research Institute,Inc.",Growth,Services,July
92430,"FT Holdings Co.,Inc.",TOKYO PRO Market,Services,March
92440,DIGITALIFT Inc.,Growth,Services,September
92450,Livero Inc.,Growth,Services,December
92460,"ProjectCompany,Inc.",Growth,Services,December
92470,TRE HOLDINGS CORPORATION,Prime,Services,March
92480,"People, Dreams & Technologies Group Co.,Ltd.",Prime,Services,September
92490,"Japan Ecosystem Co.,Ltd.",Standard,Services,September
92500,GRCS Inc.,Growth,Services,November
92510,"AB&Company Co.,Ltd.",Growth,Services,October
92520,"Last One Mile Co.,Ltd.",Growth,Services,August
92530,Slogan Inc.,Growth,Services,February
92540,"Lovable Marketing Group,inc.",Growth,Services,October
92560,"Succeed co.,ltd.",Growth,Services,March
92580,"CS-C.Co.,Ltd.",Growth,Services,September
92590,"TAKAYOSHI,INC.",Growth,Services,September
92600,"Nishimoto Co.,Ltd.",Prime,Wholesale Trade,December
92620,"SILVER LIFE CO.,LTD.",Prime,Retail Trade,July
92630,"VISIONARYHOLDINGS CO.,LTD.",Standard,Retail Trade,April
92640,"Puequ CO.,LTD.",Standard,Wholesale Trade,August
92650,"YAMASHITA HEALTH CARE HOLDINGS,INC.",Standard,Wholesale Trade,May
92670,"Genky DrugStores Co.,Ltd.",Prime,Retail Trade,June
92680,OPTIMUS GROUP COMPANY LIMITED,Standard,Wholesale Trade,March
92700,Valuence Holdings Inc.,Growth,Wholesale Trade,August
92710,"Wagokoro co.,ltd.",Growth,Retail Trade,December
