Code.T,Company Name,Market Segment,Industry,Fiscal Year End
4598.T,"Delta-Fly Pharma,Inc.",Growth,Pharmaceutical,March
4599.T,StemRIM Inc.,Growth,Pharmaceutical,July
4611.T,"Dai Nippon Toryo Company,Limited",Prime,Chemicals,March
4612.T,"NIPPON PAINT HOLDINGS CO.,LTD.",Prime,Chemicals,December
4613.T,"KANSAI PAINT CO.,LTD.",Prime,Chemicals,March
4615.T,"SHINTO PAINT COMPANY,LIMITED",Standard,Chemicals,March
4616.T,"KAWAKAMI PAINT MANUFACTURING CO.,LTD.",Standard,Chemicals,November
4617.T,"Chugoku Marine Paints,Ltd.",Prime,Chemicals,March
4619.T,"Nihon Tokushu Toryo Co.,Ltd.",Prime,Chemicals,March
4620.T,"FUJIKURA KASEI CO.,LTD.",Prime,Chemicals,March
4621.T,"ROCK PAINT CO.,LTD.",Standard,Chemicals,March
4623.T,ASAHIPEN CORPORATION,Standard,Chemicals,March
4624.T,"Isamu Paint Co.,Ltd.",Standard,Chemicals,March
4625.T,"ATOMIX CO.,LTD.",Standard,Chemicals,March
4626.T,"TAIYO HOLDINGS CO.,LTD.",Prime,Chemicals,March
4627.T,"NATOCO CO.,LTD.",Standard,Chemicals,October
4628.T,"SK KAKEN CO.,LTD.",Standard,Chemicals,March
4629.T,"DAISHIN CHEMICAL CO.,LTD.",Standard,Chemicals,March
4631.T,DIC Corporation,Prime,Chemicals,December
4633.T,SAKATA INX CORPORATION,Prime,Chemicals,December
4634.T,"TOYO INK SC HOLDINGS CO.,LTD.",Prime,Chemicals,December
4635.T,"TOKYO PRINTING INK MFG.CO.,LTD.",Standard,Chemicals,March
4636.T,"T&K TOKA CO.,LTD.",Prime,Chemicals,March
4641.T,Altech Corporation,Prime,Services,December
4642.T,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD.",Standard,Services,December
4644.T,"Imagineer Co.,Ltd.",Standard,Information & Communication,March
4645.T,"ICHISHIN HOLDINGS CO.,LTD.",Standard,Services,February
4650.T,"SD ENTERTAINMENT,Inc.",Standard,Services,March
4651.T,SANIX INCORPORATED,Prime,Services,March
4657.T,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",Standard,Services,June
4658.T,"Nippon Air Conditioning Services Co.,Ltd.",Prime,Services,March
4659.T,"AJIS CO.,LTD.",Standard,Services,March
4661.T,"ORIENTAL LAND CO.,LTD.",Prime,Services,March
4662.T,Focus Systems Corporation,Prime,Information & Communication,March
4664.T,JAPAN RELIANCE SERVICE CORPORATION,Standard,Services,March
4665.T,"DUSKIN CO.,LTD.",Prime,Services,March
4666.T,"PARK24 Co.,Ltd.",Prime,Real Estate,October
4667.T,"AISAN TECHNOLOGY CO.,LTD.",Standard,Information & Communication,March
4668.T,"MEIKO NETWORK JAPAN CO.,LTD.",Prime,Services,August
4671.T,"FALCO HOLDINGS Co.,Ltd.",Prime,Services,March
4673.T,"Kawasaki Geological Engineering Co.,Ltd.",Standard,Services,November
4674.T,CRESCO LTD.,Prime,Information & Communication,March
4676.T,"FUJI MEDIA HOLDINGS,INC.",Prime,Information & Communication,March
4678.T,"SHUEI YOBIKO Co.,Ltd.",Standard,Services,March
4679.T,"TAYA Co.,Ltd.",Standard,Services,March
4680.T,ROUND ONE Corporation,Prime,Services,March
4681.T,"RESORTTRUST,INC.",Prime,Services,March
4684.T,"OBIC Co.,Ltd.",Prime,Information & Communication,March
4685.T,"Ryoyu Systems Co.,Ltd.",Standard,Information & Communication,March
4686.T,JUSTSYSTEMS CORPORATION,Prime,Information & Communication,March
4687.T,TDC SOFT Inc.,Prime,Information & Communication,March
4689.T,Z Holdings Corporation,Prime,Information & Communication,March
4690.T,"NIPPON PALLET POOL CO.,LTD.",Standard,Services,March
4691.T,WASHINGTON HOTEL CORPORATION,Standard,Services,March
4694.T,"BML,INC.",Prime,Services,March
4704.T,Trend Micro Incorporated,Prime,Information & Communication,December
4705.T,CLIP Corporation,Standard,Services,March
4707.T,KITAC CORPORATION,Standard,Services,October
4709.T,ID Holdings Corporation,Prime,Information & Communication,March
4712.T,"KeyHolder,Inc.",Standard,Services,December
4714.T,"RISO KYOIKU CO.,LTD.",Prime,Services,February
4716.T,ORACLE CORPORATION JAPAN,Standard,Information & Communication,May
4718.T,"WASEDA ACADEMY CO.,LTD.",Prime,Services,March
4719.T,ALPHA SYSTEMS INC.,Prime,Information & Communication,March
4720.T,"JOHNAN ACADEMIC PREPARATORY INSTITUTE,INC.",Standard,Services,March
4722.T,Future Corporation,Prime,Information & Communication,December
4725.T,CAC Holdings Corporation,Prime,Information & Communication,December
4726.T,SB Technology Corp.,Prime,Information & Communication,March
4728.T,"TOSE CO.,LTD.",Standard,Information & Communication,August
4732.T,"USS Co.,Ltd.",Prime,Services,March
4733.T,"OBIC BUSINESS CONSULTANTS CO.,LTD.",Prime,Information & Communication,March
4735.T,"KYOSHIN CO.,LTD.",Standard,Services,May
4736.T,Nippon RAD Inc.,Standard,Information & Communication,March
4739.T,ITOCHU Techno-Solutions Corporation,Prime,Information & Communication,March
4743.T,ITFOR Inc.,Prime,Information & Communication,March
4745.T,"Tokyo Individualized Educational Institute,INC.",Prime,Services,February
4746.T,"Toukei Computer Co.,Ltd.",Standard,Information & Communication,December
4748.T,KOZO KEIKAKU ENGINEERING Inc.,Standard,Information & Communication,June
4750.T,"DAISAN CO.,LTD.",Standard,Services,April
4751.T,"CyberAgent,Inc.",Prime,Services,September
4752.T,SHOWA SYSTEM ENGINEERING CORPORATION,Standard,Information & Communication,March
4754.T,TOSNET CORPORATION,Standard,Services,September
4755.T,"Rakuten Group,Inc.",Prime,Services,December
4760.T,"ALPHA CO.,LTD.",Standard,Services,August
4761.T,SAKURA KCS Corporation,Standard,Information & Communication,March
4762.T,XNET Corporation,Standard,Information & Communication,March
4763.T,"CREEK & RIVER Co.,Ltd.",Prime,Services,February
4765.T,"SBI Global Asset Management Co.,Ltd.",Prime,Services,March
4766.T,"PA Co.,Ltd.",Standard,Services,December
4767.T,"TOW CO.,LTD.",Prime,Services,June
4768.T,OTSUKA CORPORATION,Prime,Information & Communication,December
4769.T,"IC CO.,LTD.",Standard,Information & Communication,September
4770.T,"ZUKEN ELMIC,INC.",Standard,Information & Communication,March
4771.T,"F&M CO.,LTD.",Standard,Services,March
4772.T,Stream Media Corporation,Growth,Information & Communication,December
4776.T,"Cybozu,Inc.",Prime,Information & Communication,December
4777.T,GALA INCORPORATED,Standard,Information & Communication,December
4781.T,"NIHON HOUSING CO.,LTD.",Standard,Services,March
4783.T,"Nippon Computer Dynamics Co.,Ltd.",Standard,Information & Communication,March
4784.T,GMO AD Partners Inc.,Standard,Services,December
4792.T,"YAMADA Consulting Group Co.,Ltd.",Prime,Services,March
4800.T,Oricon Inc.,Standard,Information & Communication,March
4801.T,"CENTRAL SPORTS Co.,LTD.",Prime,Services,March
4809.T,Paraca Inc.,Prime,Real Estate,September
4812.T,"Information Services International-Dentsu,Ltd.",Prime,Information & Communication,December
4813.T,"ACCESS CO.,LTD.",Prime,Information & Communication,January
4814.T,Nextware Ltd.,Standard,Information & Communication,March
4816.T,"TOEI ANIMATION CO.,LTD.",Standard,Information & Communication,March
4819.T,"Digital Garage,Inc.",Prime,Information & Communication,March
4820.T,"EM SYSTEMS CO.,LTD.",Prime,Information & Communication,December
4824.T,"MEDIASEEK,inc.",Growth,Information & Communication,July
4825.T,WEATHERNEWS INC.,Prime,Information & Communication,May
4826.T,"Computer Institute of Japan, Ltd.",Prime,Information & Communication,June
4828.T,Business Engineering Corporation,Prime,Information & Communication,March
4829.T,"Nihon Enterprise Co.,Ltd.",Standard,Information & Communication,May
4832.T,"JFE Systems, Inc.",Standard,Information & Communication,March
4833.T,"Success Holders,inc.",Growth,Services,March
4837.T,SHiDAX CORPORATION,Standard,Services,March
4838.T,SPACE SHOWER NETWORKS INC.,Standard,Information & Communication,March
4839.T,WOWOW INC.,Prime,Information & Communication,March
4840.T,TriIs Incorporated,Growth,Services,December
4845.T,"Scala,Inc.",Prime,Information & Communication,June
4847.T,INTELLIGENT WAVE INC.,Prime,Information & Communication,June
4848.T,"FULLCAST HOLDINGS CO.,LTD.",Prime,Services,December
4849.T,en Japan Inc.,Prime,Services,March
4880.T,"CellSource Co.,Ltd.",Growth,Pharmaceutical,October
4881.T,FunPep Company Limited,Growth,Pharmaceutical,December
4882.T,Perseus Proteomics Inc.,Growth,Pharmaceutical,March
4883.T,Modalis Therapeutics Corporation,Growth,Pharmaceutical,December
4884.T,"Kringle Pharma,Inc.",Growth,Pharmaceutical,September
4885.T,MUROMACHI CHEMICALS INC.,Standard,Pharmaceutical,May
4886.T,"ASKA Pharmaceutical Holdings Co.,Ltd.",Prime,Pharmaceutical,March
4887.T,"SAWAI GROUP HOLDINGS Co.,Ltd.",Prime,Pharmaceutical,March
4888.T,STELLA PHARMA CORPORATION,Growth,Pharmaceutical,March
4889.T,Renascience Inc.,Growth,Pharmaceutical,March
4890.T,Tsubota Laboratory Incorporated,Growth,Pharmaceutical,March
4891.T,"TMS Co.,Ltd.",Growth,Pharmaceutical,February
4892.T,Cyfuse Biomedical K.K.,Growth,Pharmaceutical,December
4893.T,Noile-Immune Biotech Inc.,Growth,Pharmaceutical,December
4894.T,Cuorips Inc.,Growth,Pharmaceutical,March
4901.T,FUJIFILM Holdings Corporation,Prime,Chemicals,March
4902.T,"KONICA MINOLTA,INC.",Prime,Electric Appliances,March
4911.T,"Shiseido Company,Limited",Prime,Chemicals,December
4912.T,Lion Corporation,Prime,Chemicals,December
4914.T,TAKASAGO INTERNATIONAL CORPORATION,Prime,Chemicals,March
4917.T,MANDOM CORPORATION,Prime,Chemicals,March
4918.T,IVY COSMETICS CORPORATION,Standard,Chemicals,March
4919.T,"Milbon Co.,Ltd.",Prime,Chemicals,December
4920.T,"Nippon Shikizai,Inc.",Standard,Chemicals,February
4921.T,FANCL CORPORATION,Prime,Chemicals,March
4922.T,KOSE Corporation,Prime,Chemicals,December
4923.T,"COTA CO.,LTD.",Prime,Chemicals,March
4925.T,"HABA LABORATORIES,INC.",Standard,Chemicals,March
4926.T,"C'BON COSMETICS Co.,Ltd.",Standard,Chemicals,March
4927.T,POLA ORBIS HOLDINGS INC.,Prime,Chemicals,December
4928.T,"Noevir Holdings Co.,Ltd.",Prime,Chemicals,September
4929.T,"ADJUVANT HOLDINGS CO.,LTD.",Prime,Chemicals,March
4930.T,"GRAPHICO,Inc.",Standard,Chemicals,June
4931.T,"Shinnihonseiyaku Co.,Ltd.",Prime,Chemicals,September
4932.T,"ALMADO,INC.",Standard,Chemicals,March
4933.T,"I-ne CO.,LTD.",Growth,Chemicals,December
4934.T,"Premier Anti-Aging Co.,Ltd.",Growth,Chemicals,July
4935.T,"LIBERTA CO.,LTD.",Standard,Chemicals,December
4936.T,AXXZIA Inc.,Prime,Chemicals,July
4937.T,Waqoo Inc.,Growth,Chemicals,September
4951.T,S.T.CORPORATION,Prime,Chemicals,March
4955.T,"AGRO-KANESHO CO.,LTD.",Prime,Chemicals,December
4956.T,"KONISHI CO.,LTD.",Prime,Chemicals,March
4957.T,"YASUHARA CHEMICAL CO.,LTD.",Standard,Chemicals,March
4958.T,"T.HASEGAWA CO.,LTD.",Prime,Chemicals,September
4960.T,"CHEMIPRO KASEI KAISHA,LTD.",Standard,Chemicals,March
.T,,,,
.T,,,,
.T,,,,
4963.T,SEIKO PMC CORPORATION,Prime,Chemicals,December
4966.T,"C.Uyemura & Co.,Ltd.",Standard,Chemicals,March
4967.T,"KOBAYASHI PHARMACEUTICAL CO.,LTD.",Prime,Chemicals,December
4968.T,"ARAKAWA CHEMICAL INDUSTRIES,LTD.",Prime,Chemicals,March
4970.T,"Toyo Gosei Co.,Ltd.",Standard,Chemicals,March
4971.T,MEC COMPANY LTD.,Prime,Chemicals,December
4972.T,"Soken Chemical & Engineering Co.,Ltd.",Standard,Chemicals,March
4973.T,"JAPAN PURE CHEMICAL CO.,LTD.",Prime,Chemicals,March
4974.T,TAKARA BIO INC.,Prime,Chemicals,March
4975.T,JCU CORPORATION,Prime,Chemicals,March
4976.T,"TOYO DRILUBE CO.,LTD.",Standard,Chemicals,June
4977.T,Nitta Gelatin Inc.,Prime,Chemicals,March
4978.T,ReproCELL Incorporated,Growth,Chemicals,March
4979.T,"OAT Agrio Co.,Ltd.",Prime,Chemicals,December
4980.T,Dexerials Corporation,Prime,Chemicals,March
4985.T,Earth Corporation,Prime,Chemicals,December
4987.T,"TERAOKA SEISAKUSHO CO.,LTD.",Standard,Chemicals,March
4990.T,"Showa Chemical Industry Co.,Ltd.",Standard,Chemicals,March
4992.T,"HOKKO CHEMICAL INDUSTRY CO.,LTD.",Standard,Chemicals,November
4994.T,"Taisei Lamick Co.,Ltd.",Standard,Chemicals,March
4996.T,"KUMIAI CHEMICAL INDUSTRY CO.,LTD.",Prime,Chemicals,October
4997.T,"NIHON NOHYAKU CO.,LTD.",Prime,Chemicals,March
4998.T,FUMAKILLA LIMITED,Standard,Chemicals,March
5009.T,"FUJI KOSAN COMPANY,LTD.",Standard,Wholesale Trade,March
5010.T,"NIPPON SEIRO CO.,LTD.",Standard,Oil & Coal Products,December
5011.T,"NICHIREKI CO.,LTD.",Prime,Oil & Coal Products,March
5013.T,"Yushiro Chemical Industry Co.,Ltd.",Standard,Oil & Coal Products,March
5015.T,BP Castrol K.K.,Standard,Oil & Coal Products,December
5017.T,"Fuji Oil Company,Ltd.",Prime,Oil & Coal Products,March
5018.T,MORESCO Corporation,Prime,Oil & Coal Products,February
5019.T,"Idemitsu Kosan Co.,Ltd.",Prime,Oil & Coal Products,March
5020.T,"ENEOS Holdings,Inc.",Prime,Oil & Coal Products,March
5021.T,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",Prime,Oil & Coal Products,March
5025.T,MERCURY REALTECH INNOVATOR Inc.,Growth,Information & Communication,February
5026.T,"TRIPLEIZE CO.,LTD.",Growth,Information & Communication,August
5027.T,AnyMind Group Inc.,Growth,Information & Communication,December
5028.T,"SecondXight Analytica,Inc.",Growth,Information & Communication,March
5029.T,circlace Inc,Growth,Information & Communication,March
5031.T,Moi Corporation,Growth,Information & Communication,January
5032.T,ANYCOLOR Inc.,Prime,Information & Communication,April
5033.T,Nulab Inc.,Growth,Information & Communication,March
5034.T,"unerry,Inc.",Growth,Information & Communication,June
5035.T,HOUSEI Inc.,Growth,Information & Communication,December
5036.T,"Japan Business Systems,Inc.",Standard,Information & Communication,September
5037.T,"Fitworks Co.,Ltd.",TOKYO PRO Market,Information & Communication,November
5038.T,"eWeLL Co.,Ltd.",Growth,Information & Communication,December
5070.T,DRAFT Inc.,Growth,Construction,December
5071.T,VIS co.ltd.,Standard,Construction,March
5072.T,"ART FORCE JAPAN Co.,Ltd.",TOKYO PRO Market,Construction,December
5074.T,"TESS Holdings Co.,Ltd.",Prime,Construction,June
5076.T,INFRONEER Holdings Inc.,Prime,Construction,March
5077.T,"Hands Co.,Ltd.",TOKYO PRO Market,Construction,June
5078.T,CEL Corporation,Standard,Construction,February
5079.T,"NOVAC CO.,LTD.",Standard,Construction,April
5101.T,"The Yokohama Rubber Company,Limited",Prime,Rubber Products,December
5103.T,"Showa Holdings Co.,Ltd.",Standard,Rubber Products,March
5105.T,Toyo Tire Corporation,Prime,Rubber Products,December
5108.T,BRIDGESTONE CORPORATION,Prime,Rubber Products,December
5110.T,"Sumitomo Rubber Industries,Ltd.",Prime,Rubber Products,December
5121.T,FUJIKURA COMPOSITES Inc.,Prime,Rubber Products,March
5122.T,"OKAMOTO INDUSTRIES,INC.",Prime,Rubber Products,March
5125.T,Fines inc.,Growth,Information & Communication,June
5126.T,PORTERS CORPORATION,Growth,Information & Communication,December
5127.T,GUPPY's Inc.,Growth,Information & Communication,August
5129.T,FIXER Inc.,Growth,Information & Communication,August
5130.T,"HiroHoldings Co.,ltd.",TOKYO PRO Market,Information & Communication,August
5131.T,Linkers Corporation,Growth,Information & Communication,July
5132.T,"pluszero,Inc.",Growth,Information & Communication,October
5133.T,Terilogy Holdings Corporation,Standard,Information & Communication,March
5134.T,"POPER Co.,Ltd.",Growth,Information & Communication,October
5135.T,AIR-U LTD.,TOKYO PRO Market,Information & Communication,December
5136.T,"tripla Co.,Ltd.",Growth,Information & Communication,October
5137.T,SmartDrive inc.,Growth,Information & Communication,September
5138.T,"Rebase,Inc.",Growth,Information & Communication,March
5139.T,OpenWork Inc.,Growth,Information & Communication,December
5142.T,Achilles Corporation,Prime,Chemicals,March
5161.T,"NISHIKAWA RUBBER CO.,LTD.",Standard,Rubber Products,March
5162.T,ASAHI RUBBER INC.,Standard,Rubber Products,March
5184.T,"NICHIRIN CO.,LTD.",Standard,Rubber Products,December
5185.T,"Fukoku Co.,Ltd.",Prime,Rubber Products,March
5186.T,Nitta Corporation,Prime,Rubber Products,March
5187.T,"CREATE MEDIC CO.,LTD.",Standard,Precision Instruments,December
5189.T,"SAKURA RUBBER CO.,LTD.",Standard,Rubber Products,March
5191.T,Sumitomo Riko Company Limited,Prime,Rubber Products,March
5192.T,Mitsuboshi Belting Ltd.,Prime,Rubber Products,March
5194.T,"SAGAMI RUBBER INDUSTRIES CO.,LTD.",Standard,Rubber Products,March
5195.T,"Bando Chemical Industries,Ltd.",Prime,Rubber Products,March
5199.T,"FUJI LATEX CO.,LTD.",Standard,Rubber Products,March
5201.T,AGC Inc.,Prime,Glass & Ceramics Products,December
5202.T,"Nippon Sheet Glass Company,Limited",Prime,Glass & Ceramics Products,March
5204.T,"ISHIZUKA GLASS CO.,LTD.",Standard,Glass & Ceramics Products,March
5208.T,"Arisawa Mfg.Co.,Ltd.",Prime,Chemicals,March
5210.T,"Nihon Yamamura Glass Co.,Ltd.",Standard,Glass & Ceramics Products,March
5212.T,"FUJI GLASS CO.,LTD.",Standard,Glass & Ceramics Products,March
5214.T,"Nippon Electric Glass Co.,Ltd.",Prime,Glass & Ceramics Products,December
5216.T,"KURAMOTO CO.,LTD.",Standard,Glass & Ceramics Products,December
5217.T,Techno Quartz Inc.,Standard,Glass & Ceramics Products,March
5218.T,OHARA INC.,Standard,Glass & Ceramics Products,October
5232.T,"Sumitomo Osaka Cement Co.,Ltd.",Prime,Glass & Ceramics Products,March
5233.T,TAIHEIYO CEMENT CORPORATION,Prime,Glass & Ceramics Products,March
5237.T,NOZAWA CORPORATION,Standard,Glass & Ceramics Products,March
5240.T,"monoAI technology Co.,Ltd.",Growth,Information & Communication,December
5241.T,"Nihon Office Automation Research Co.,Ltd.",TOKYO PRO Market,Information & Communication,December
5242.T,"EYEZ,INC.",Growth,Information & Communication,December
5243.T,note inc.,Growth,Information & Communication,November
5244.T,"jig.jp co.,ltd.",Growth,Information & Communication,March
5246.T,"ELEMENTS,Inc.",Growth,Information & Communication,November
5247.T,"BTM,Inc.",Growth,Information & Communication,March
5248.T,"TECHNOLOGIES,Inc.",Growth,Information & Communication,January
5249.T,"Asakawa Systems Co.,Ltd.",TOKYO PRO Market,Information & Communication,March
5250.T,"PRIME STRATEGY CO.,LTD.",Standard,Information & Communication,November
5251.T,"WISS1 Co.,Ltd.",TOKYO PRO Market,Information & Communication,December
5252.T,"Nihon Knowledge Co,Ltd.",Growth,Information & Communication,March
5253.T,COVER Corporation,Growth,Information & Communication,March
5254.T,Arent Inc.,Growth,Information & Communication,June
5255.T,Monstarlab Holdings Inc.,Growth,Information & Communication,December
5256.T,"Fusic Co.,Ltd.",Growth,Information & Communication,June
5257.T,"NOVA SYSTEM CO.,LTD.",Standard,Information & Communication,December
5258.T,Transaction Media Networks Inc.,Growth,Information & Communication,March
5259.T,BBD Initiative Inc.,Growth,Information & Communication,September
5261.T,"RESOL HOLDINGS Co.,Ltd.",Prime,Services,March
5262.T,Nippon Hume Corporation,Prime,Glass & Ceramics Products,March
5268.T,"ASAHI CONCRETE WORKS CO.,LTD.",Standard,Glass & Ceramics Products,March
5269.T,"NIPPON CONCRETE INDUSTRIES CO.,LTD.",Prime,Glass & Ceramics Products,March
5271.T,"TOYO ASANO FOUNDATION CO.,LTD.",Standard,Glass & Ceramics Products,February
5273.T,"MITANI SEKISAN CO.,LTD.",Standard,Glass & Ceramics Products,March
